"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","group"
"GO:00100012","GO:0010001","glial cell differentiation","23/682","198/12463",0.000517361679387207,0.0112861492281135,0.00964128197844387,"11820/26564/13392/12558/13838/22066/16842/20678/18213/13796/18205/18028/18991/235402/110893/236539/211323/18032/20666/21367/19242/23966/18992",23,5
"GO:0009100","GO:0009100","glycoprotein metabolic process","28/682","262/12463",0.000533489922418562,0.0115767313164828,0.00988951401890587,"56846/17155/16432/20450/83398/233781/67574/69352/26877/20452/233115/387314/278279/75847/53618/50787/20454/18795/14042/270049/234356/235534/68947/14348/20442/12043/244745/66435",28,5
"GO:0098693","GO:0098693","regulation of synaptic vesicle cycle","17/682","127/12463",0.000545898423096236,0.011783974860868,0.0100665534509783,"20983/12558/14169/19085/327814/11784/11441/320127/116838/18750/20979/103967/108073/192167/22249/116837/50791",17,5
"GO:0021766","GO:0021766","hippocampus development","11/682","63/12463",0.000552069661631455,0.0117936954140233,0.0100748573101655,"54713/13392/16842/70762/18124/14168/11922/81907/13839/19280/11682",11,5
"GO:0022029","GO:0022029","telencephalon cell migration","11/682","63/12463",0.000552069661631455,0.0117936954140233,0.0100748573101655,"328365/15228/54713/19876/20562/14168/330938/74762/211323/21367/18992",11,5
"GO:00080163","GO:0008016","regulation of heart contraction","16/682","116/12463",0.000563198573814877,0.0119694212362822,0.0102249724795691,"12290/20191/13383/18578/20346/11441/14168/18708/12293/109676/18750/19091/140492/238871/20541/238161",16,5
"GO:0021772","GO:0021772","olfactory bulb development","8/682","36/12463",0.000595420826483719,0.0125893336799609,0.0107545375730878,"19876/13392/20562/20346/72832/13395/14042/268902",8,5
"GO:0086004","GO:0086004","regulation of cardiac muscle cell contraction","7/682","28/12463",0.000614114167052566,0.0129183301569272,0.0110355854079371,"20191/13383/18578/14168/109676/238871/238161",7,5
"GO:19035223","GO:1903522","regulation of blood circulation","19/682","152/12463",0.000631329853198818,0.0132130608362372,0.0112873614149252,"12290/11820/11418/20191/13383/18578/20346/11441/14168/18708/12293/109676/18750/12671/19091/140492/238871/20541/238161",19,5
"GO:00076261","GO:0007626","locomotory behavior","23/682","201/12463",0.000639596671483408,0.0133184700834651,0.011377408095606,"20370/12290/11820/17978/54713/170719/14169/13838/20614/11784/319387/109205/13508/211323/56747/545156/268890/104156/232975/21367/11682/17762/108071",23,5
"GO:00420633","GO:0042063","gliogenesis","28/682","266/12463",0.000678599987844624,0.0140596369340874,0.0120105557224444,"11820/328365/15228/26564/13392/12558/13838/22066/16842/20678/18213/13796/18205/18028/18991/235402/110893/236539/211323/18032/20666/104156/21367/494504/19242/23966/14083/18992",28,5
"GO:00030153","GO:0003015","heart process","19/682","153/12463",0.000684929323136647,0.014119817996462,0.0120619658695538,"12290/20191/13383/18578/20346/11441/14168/18708/12293/109676/18750/19091/140492/22290/238871/14042/232975/20541/238161",19,5
"GO:00459271","GO:0045927","positive regulation of growth","25/682","228/12463",0.000716156687788342,0.0146901195211509,0.0125491504443037,"14025/11858/17260/20393/20354/13383/20983/18186/16842/18213/116838/22762/13508/20979/18795/211323/13640/116837/382253/238161/17762/14083/12043/17967/18992",25,5
"GO:00100381","GO:0010038","response to metal ion","23/682","203/12463",0.000734407373396726,0.0149899089134391,0.0128052478967454,"12323/11820/17260/12567/15165/20191/20983/22065/108079/18013/18575/11735/18484/226781/20979/23859/192167/54524/381853/17762/12043/17967/72413",23,5
"GO:00219521","GO:0021952","central nervous system projection neuron axonogenesis","7/682","29/12463",0.000771768872447833,0.0155980542210903,0.0133247608215193,"13838/18028/13175/13176/12552/243743/105689",7,5
"GO:00717092","GO:0071709","membrane assembly","7/682","29/12463",0.000771768872447833,0.0155980542210903,0.0133247608215193,"12558/20194/11735/19266/192167/331461/50791",7,5
"GO:00071861","GO:0007186","G protein-coupled receptor signaling pathway","37/682","391/12463",0.000803567666865561,0.0160912980356657,0.013746118239743,"12323/12121/108069/11820/14401/14394/213053/24012/18578/14807/14688/109648/319387/277360/381413/14402/210933/243043/12801/64450/12671/12778/18162/14407/544963/18795/108073/14677/380921/16526/21367/23945/229214/381853/99633/50779/108071",37,5
"GO:0030307","GO:0030307","positive regulation of cell growth","19/682","155/12463",0.000803979479831951,0.0160912980356657,0.013746118239743,"14025/11858/20393/20354/20983/18186/16842/18213/116838/13508/20979/211323/13640/116837/382253/238161/17762/14083/12043",19,5
"GO:00080153","GO:0008015","blood circulation","31/682","309/12463",0.000810094035006409,0.0161309089486471,0.0137799561745212,"18519/12290/11820/11418/20191/13383/229877/18578/20346/109648/11441/14168/18708/12293/109676/60596/12801/18750/12671/19091/18162/140492/22290/238871/14042/232975/20541/23945/238161/53416/14083",31,5
"GO:19035392","GO:1903539","protein localization to postsynaptic membrane","10/682","56/12463",0.000813783425010575,0.0161309089486471,0.0137799561745212,"13383/72978/20614/14735/380702/23859/545156/23888/50791/665113",10,5
"GO:0021885","GO:0021885","forebrain cell migration","11/682","66/12463",0.000829689282698394,0.0163675067586865,0.0139820717195106,"328365/15228/54713/19876/20562/14168/330938/74762/211323/21367/18992",11,5
"GO:00068131","GO:0006813","potassium ion transport","20/682","168/12463",0.00086023442747847,0.0168173338031261,0.0143663400194697,"140493/15165/13383/24012/226922/109676/11735/19091/140492/16519/110862/170738/16526/232975/80334/238161/241794/53416/72413/240776",20,5
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","14/682","98/12463",0.000860649389391125,0.0168173338031261,0.0143663400194697,"12053/18186/74769/18708/77569/20194/244895/13837/13640/14083/76499/12043/12554/225631",14,5
"GO:00140701","GO:0014070","response to organic cyclic compound","42/682","464/12463",0.000901424016661211,0.0172611396681237,0.0147454646794087,"12317/11820/17260/17978/12567/15165/14401/328365/20393/14394/20191/22065/18124/108079/18578/16438/19883/18708/16392/319387/14402/235283/13839/268903/12801/18750/110893/69726/18795/238871/108655/14677/545156/13640/17977/20541/11682/21372/67245/238161/12043/17967",42,5
"GO:0002028","GO:0002028","regulation of sodium ion transport","12/682","77/12463",0.00090901469882249,0.0172611396681237,0.0147454646794087,"23797/20393/14169/14168/17999/11735/18795/59095/20541/53416/269513/94253",12,5
"GO:00033001","GO:0003300","cardiac muscle hypertrophy","12/682","77/12463",0.00090901469882249,0.0172611396681237,0.0147454646794087,"17260/20191/22065/18124/69642/18585/18750/19091/234214/108655/238161/14083",12,5
"GO:0071625","GO:0071625","vocalization behavior","5/682","15/12463",0.000916836441996122,0.0172611396681237,0.0147454646794087,"56710/66797/319974/108655/14042",5,5
"GO:0098696","GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","5/682","15/12463",0.000916836441996122,0.0172611396681237,0.0147454646794087,"14735/545156/23888/50791/665113",5,5
"GO:00224072","GO:0022407","regulation of cell-cell adhesion","27/682","258/12463",0.000917935765556185,0.0172611396681237,0.0147454646794087,"21672/328365/12053/13383/16403/16842/13841/18124/23965/18708/11735/16008/229473/14924/12484/18750/230126/19091/74762/13640/14348/50791/208936/67245/14083/208650/269152",27,5
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","6/682","22/12463",0.000921040680811841,0.0172611396681237,0.0147454646794087,"19876/18186/20348/16392/22762/268902",6,5
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","6/682","22/12463",0.000921040680811841,0.0172611396681237,0.0147454646794087,"54195/19883/18585/60596/238871/18573",6,5
"GO:19048611","GO:1904861","excitatory synapse assembly","6/682","22/12463",0.000921040680811841,0.0172611396681237,0.0147454646794087,"18213/19266/217692/19280/192167/14804",6,5
"GO:0019226","GO:0019226","transmission of nerve impulse","11/682","67/12463",0.000944630584614027,0.0176231307708762,0.0150546984335248,"12290/319504/110876/11441/18213/269116/11735/20269/108073/20274/72413",11,5
"GO:00019411","GO:0001941","postsynaptic membrane organization","8/682","39/12463",0.00104709492144307,0.0193595173143936,0.0165380203311235,"12558/380702/234214/243499/192167/104156/50791/19242",8,5
"GO:0021988","GO:0021988","olfactory lobe development","8/682","39/12463",0.00104709492144307,0.0193595173143936,0.0165380203311235,"19876/13392/20562/20346/72832/13395/14042/268902",8,5
"GO:00990721","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","13/682","89/12463",0.00105510062185153,0.0194204458209548,0.0165900689883235,"13383/72978/20614/14735/17999/380702/103967/269994/23859/545156/23888/50791/665113",13,5
"GO:00316461","GO:0031646","positive regulation of nervous system process","11/682","68/12463",0.00107242366621417,0.0195646140522169,0.0167132258367611,"11820/108100/11441/116838/211323/192167/22249/116837/13048/23966/235086",11,5
"GO:0060997","GO:0060997","dendritic spine morphogenesis","11/682","68/12463",0.00107242366621417,0.0195646140522169,0.0167132258367611,"12323/108100/29819/13838/327814/13839/217692/103967/192167/545156/13048",11,5
"GO:00148971","GO:0014897","striated muscle hypertrophy","12/682","79/12463",0.00114648055126501,0.0208235212020512,0.0177886571969984,"17260/20191/22065/18124/69642/18585/18750/19091/234214/108655/238161/14083",12,5
"GO:20003113","GO:2000311","regulation of AMPA receptor activity","6/682","23/12463",0.00118909821451332,0.0215028593791158,0.0183689871918816,"17260/72555/72978/380702/269994/192167",6,5
"GO:0001755","GO:0001755","neural crest cell migration","8/682","40/12463",0.00124717107517003,0.0224545255149608,0.019181955493077,"17311/20354/18186/20348/20346/16392/214968/20360",8,5
"GO:0006828","GO:0006828","manganese ion transport","5/682","16/12463",0.00127400229584446,0.0225181689871146,0.0192363234310442,"20191/213053/22065/22066/226781",5,5
"GO:00971071","GO:0097107","postsynaptic density assembly","5/682","16/12463",0.00127400229584446,0.0225181689871146,0.0192363234310442,"18213/19266/217692/19280/14804",5,5
"GO:0098814","GO:0098814","spontaneous synaptic transmission","5/682","16/12463",0.00127400229584446,0.0225181689871146,0.0192363234310442,"11820/116838/20979/22249/116837",5,5
"GO:00515921","GO:0051592","response to calcium ion","14/682","102/12463",0.00128251539116542,0.0225181689871146,0.0192363234310442,"11820/17260/15165/20191/20983/22065/108079/18013/18575/20979/192167/54524/381853/72413",14,5
"GO:00148961","GO:0014896","muscle hypertrophy","12/682","80/12463",0.0012832415850632,0.0225181689871146,0.0192363234310442,"17260/20191/22065/18124/69642/18585/18750/19091/234214/108655/238161/14083",12,5
"GO:00071622","GO:0007162","negative regulation of cell adhesion","21/682","186/12463",0.00128347555468638,0.0225181689871146,0.0192363234310442,"21672/20354/12053/13383/18845/16842/114873/18708/229473/13839/13508/12484/19091/13640/208936/67245/14083/76499/208650/243743/12554",21,5
"GO:00488632","GO:0048863","stem cell differentiation","18/682","149/12463",0.00129357289893396,0.022599157043664,0.0193055081170072,"17260/16590/17311/20354/22422/18186/20348/20346/234267/16392/20678/106042/214968/70122/20666/20360/76626/19242",18,5
"GO:00303363","GO:0030336","negative regulation of cell migration","23/682","212/12463",0.00132770281559696,0.0230975472941192,0.019731261918665,"12317/17260/17470/19876/20346/77569/214968/259302/19279/52662/19091/18795/211323/223255/56363/50791/380916/19242/19281/14083/76499/12043/19272",23,5
"GO:0030308","GO:0030308","negative regulation of cell growth","19/682","162/12463",0.00137093225531064,0.0236964844106325,0.0202429086735454,"14025/20354/19645/12053/17756/20562/18186/13841/20348/20346/70433/14168/219158/214968/19280/20564/108655/20360/12043",19,5
"GO:00069372","GO:0006937","regulation of muscle contraction","14/682","103/12463",0.00141149300743521,0.0236964844106325,0.0202429086735454,"16590/20191/13383/18578/14168/109676/60596/18750/12671/110893/19091/238871/20541/238161",14,5
"GO:00140311","GO:0014031","mesenchymal cell development","10/682","60/12463",0.00141517511339498,0.0236964844106325,0.0202429086735454,"17311/20354/18186/20348/20346/16392/214968/20666/20360/12043",10,5
"GO:0021854","GO:0021854","hypothalamus development","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"22187/18186/20346/18992",4,5
"GO:0021892","GO:0021892","cerebral cortex GABAergic interneuron differentiation","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"170758/54713/13392/21367",4,5
"GO:0048671","GO:0048671","negative regulation of collateral sprouting","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"14025/13841/14168/19280",4,5
"GO:0061669","GO:0061669","spontaneous neurotransmitter secretion","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"116838/20979/22249/116837",4,5
"GO:0098722","GO:0098722","asymmetric stem cell division","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"67299/14168/20678/104156",4,5
"GO:00995411","GO:0099541","trans-synaptic signaling by lipid","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"16592/12801/18795/108071",4,5
"GO:00995421","GO:0099542","trans-synaptic signaling by endocannabinoid","4/682","10/12463",0.00143157256098024,0.0236964844106325,0.0202429086735454,"16592/12801/18795/108071",4,5
"GO:00315321","GO:0031532","actin cytoskeleton reorganization","12/682","81/12463",0.00143322579566311,0.0236964844106325,0.0202429086735454,"16590/108100/18186/14388/18213/18205/217692/218194/544963/319974/330267/665113",12,5
"GO:00106131","GO:0010613","positive regulation of cardiac muscle hypertrophy","7/682","32/12463",0.00144259461243482,0.0236964844106325,0.0202429086735454,"17260/22065/18124/18585/18750/238161/14083",7,5
"GO:00147421","GO:0014742","positive regulation of muscle hypertrophy","7/682","32/12463",0.00144259461243482,0.0236964844106325,0.0202429086735454,"17260/22065/18124/18585/18750/238161/14083",7,5
"GO:1903115","GO:1903115","regulation of actin filament-based movement","7/682","32/12463",0.00144259461243482,0.0236964844106325,0.0202429086735454,"20191/13383/18578/14168/109676/238871/238161",7,5
"GO:0060384","GO:0060384","innervation","6/682","24/12463",0.00151300346196186,0.0247544177526538,0.021146656573619,"14401/18186/20346/16392/14402/22249",6,5
"GO:0043547","GO:0043547","positive regulation of GTPase activity","20/682","176/12463",0.00153176650342636,0.0249623450340983,0.0213242800934662,"20354/13196/24012/29809/16403/229877/67299/277360/227937/18213/20194/18205/244654/217692/108699/24001/545156/382253/192786/50779",20,5
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","13/682","93/12463",0.00159434713607391,0.0258584874925542,0.0220898168554032,"12317/170758/18186/277360/20194/72007/171171/80883/244895/68732/13640/56363/14083",13,5
